date,Name,open,high,low,close,volume,return,log_return,close_to_SMA,RSI_14,MACD,MACD_hist,BB_width,volatility_20,price_momentum_20,volume_ratio,OBV_change,close_position,return_lag_1,daily_return,price_range
2013-03-11,AJG,38.72,38.91,38.655,38.88,270994,0.1597532990491636,0.1666167794885428,0.1390680461218784,-0.1662683401766717,-0.0796659336388122,0.0222358261053657,-0.9748338310513952,-0.741620143585792,0.1845051430364017,-1.1429192448274144,0.1088562109227608,1.1383735731905271,0.517644206865311,0.2858809084861952,-1.0447210404704994
2013-03-12,AJG,38.84,38.898,38.63,38.74,414352,-0.2571762192297123,-0.2481323291844004,0.0141677750582452,-0.1276077705240092,-0.0773598170506904,0.0226938175102625,-1.025126389393881,-0.737447230597178,0.1659558007035172,-0.6562636098005915,-0.0053818075191978,0.7402062320830942,0.1593440184420112,-0.2208371099701255,-1.0147789762487034
2013-03-13,AJG,38.83,39.26,38.66,39.17,452739,0.658045674149861,0.6586862609620318,0.2603409951919624,0.3335245594689237,-0.0596181803478488,0.0627909736929287,-1.0588351802573988,-0.7041740583571132,0.3567652990909257,-0.4887695356470428,-0.0104458699750899,1.222896150450377,-0.257694265489402,0.6352236746040706,-0.3147215113968905
2013-03-14,AJG,39.17,39.64,39.17,39.52,525397,0.5233050323759856,0.5260136053664564,0.4642030101375425,0.3746074909190353,-0.0330979419880209,0.1174646681838946,-0.9529219786646578,-0.807806325106262,0.2059744910752369,-0.1876139375071075,0.0033685225194542,1.2068421933212343,0.6577663845674648,0.6487696070765905,-0.6001750163374641
2013-03-15,AJG,39.51,39.66,39.4,39.64,959472,0.1560465809318372,0.1629416595650622,0.5171591306258058,1.1715317574332225,-0.0089507474153215,0.1550954499196342,-0.8515938291136899,-0.8224074804998432,0.1427489803499634,1.276695765085168,0.001921241124408,1.4039994359654964,0.5229905925986923,0.2222719601770731,-1.044688595355244
2013-03-18,AJG,39.31,39.7,39.2,39.59,742509,-0.111525353720939,-0.1029272140371257,0.458299043105385,0.9159120136108272,0.0064478304510771,0.1626812865102785,-0.7798164799892111,-0.8201791985726886,0.1045661594511413,0.49057217900741,-0.0023868408378706,1.2339301984107878,0.1556363333420243,0.5118289552489818,-0.5387745275595976
2013-03-19,AJG,39.67,39.91,39.425,39.9,763061,0.4545005880308698,0.4581553570844485,0.6317453437150292,0.9330157798778308,0.0288231646092368,0.1867080063756115,-0.6697617489670884,-0.8020928659037596,0.2294568210530865,0.6384054682886404,0.0007578278939764,1.425918642307979,-0.1120054036029794,0.411720015490446,-0.5782833794577555
2013-03-20,AJG,40.0,40.34,39.82,40.29,666624,0.5755411655810264,0.5774817714288358,0.8384680160752941,1.3658191885919635,0.059522199470345,0.2273544445879621,-0.5170974715459544,-0.7931868504058843,0.4517438396015349,0.2636877647881014,-0.0002270970290202,1.37333520538446,0.4541681990320449,0.5214338915588088,-0.5156910670753118
2013-03-21,AJG,40.1,40.38,40.09,40.23,865391,-0.125710916467307,-0.117054404845641,0.7359037335228376,1.586062333697421,0.0788845957238613,0.2306912825377729,-0.4221941659111013,-0.8123719096263301,0.5124205312402104,0.885466177995452,-0.0022079254604112,1.2376823609927243,0.5752403528002997,0.2186144234810825,-0.990557077971498
2013-03-22,AJG,40.23,40.5,40.17,40.5,503726,0.3848431347911138,0.3893799878179139,0.8559554352583367,1.6535756006327424,0.101983710063785,0.2429790009258701,-0.2996692716170152,-0.8147095884831805,0.5037131522097389,-0.3143456002229621,-0.0003812800316147,1.442878752192886,-0.1261946669796004,0.4807424099539323,-0.9122502305147876
