date,Name,open,high,low,close,volume,return,log_return,close_to_SMA,RSI_14,MACD,MACD_hist,BB_width,volatility_20,price_momentum_20,volume_ratio,OBV_change,close_position,return_lag_1,daily_return,price_range
2013-03-11,ABT,34.59,34.95,34.515,34.93,4903332,0.4158075721341356,0.4199617493914215,0.2758653499406734,-0.1141402553096659,-0.1292513468412222,0.0918512888275732,-0.8496545885206649,-0.651747655028355,0.0544645135111084,-0.8536222901335743,-0.0026635685341154,0.8097013164895551,0.4187247515011777,0.7163144683578785,-0.5534403099285428
2013-03-12,ABT,34.83,35.0,34.8,34.98,4979949,0.0561222470979957,0.0637868456287465,0.28611832024083,0.1432018620369274,-0.1099229051020992,0.1222013595939276,-0.8152746863098698,-0.662273431438161,0.1411720769422695,-0.8132161187199444,-0.0041996130290467,0.8976426270039018,0.4154650891723311,0.2990572009131431,-1.1148181276216853
2013-03-13,ABT,34.89,35.03,34.71,35.01,4442357,0.0203985002575478,0.0282996412327372,0.2815140836108574,0.3849844534627743,-0.0940364528634849,0.1376217944852265,-0.7832675249479818,-0.6622592693479009,0.1365303435239157,-0.9281673967027444,0.0390635865110807,0.9504074133125148,0.0556859319478463,0.233534816851227,-0.8295679729119609
2013-03-14,ABT,35.03,35.14,34.93,35.14,6813007,0.1981820453463371,0.2047050888269254,0.3541141252712656,0.2821147272161647,-0.0771370449059986,0.1525654729809993,-0.7372370595224346,-0.6645401412299642,0.1223330814093437,-0.3339130203703143,0.0027394107798558,1.1790548206498337,0.0199528657465333,0.2109285638371429,-1.093270954381071
2013-03-15,ABT,34.92,35.09,34.13,34.14,13707177,-1.8047102575815364,-1.8123336734634468,-0.3851806954412193,-0.275846875513158,-0.1036016571505654,0.0529021742724563,-0.7264514512984417,-0.3996711230411002,-0.404493310815773,1.2902141787396306,-0.0045331277465929,-0.5797713896371998,0.1977827897613622,-1.7138993808994636,0.7521800488966034
2013-03-18,ABT,33.94,34.01,33.44,33.46,8840151,-1.273050685671303,-1.270480382958482,-0.8427095438450841,-0.551254664565256,-0.1512890554180579,-0.0814555505752927,-0.66384151682396,-0.3435810591097742,-0.845704150958924,0.1215865087250763,0.0101900433285968,-1.775773212632382,-1.80563201368216,-1.094815574927237,-0.1715901949024346
2013-03-19,ABT,33.515,33.74,33.27,33.54,7540527,0.1158576030895533,0.123081265239984,-0.7340115333543038,-0.6346665682524101,-0.185491125148379,-0.1542307269435553,-0.6128580411562233,-0.3462921268630205,-0.7073615959930493,-0.1736385446497772,-0.003147583324839,-1.4013407450841204,-1.273833746146572,0.0300401440286382,-0.4234585492276452
2013-03-20,ABT,33.66,33.82,33.5,33.81,6666071,0.4681867275093061,0.4716592119290696,-0.5009421385784683,-0.1760684416138644,-0.2013456440337179,-0.1652245880092097,-0.5902812707801464,-0.335180169418995,-0.469546768890789,-0.3788322686856004,-0.0066120117927719,-0.9213787049186206,0.1154368712806861,0.3103669837286152,-0.8025313828792413
2013-03-21,ABT,33.78,33.82,33.32,33.48,5890138,-0.6406610053271015,-0.6320801236518229,-0.7242414370038834,-0.2642187460190149,-0.2259889028495395,-0.1966417421480191,-0.5299144986706126,-0.3250324771153544,-0.501846728589275,-0.5664477748520926,-0.0063185522187441,-1.5079989762320123,0.4678579088546901,-0.6972915522797406,-0.3466874114367447
2013-03-22,ABT,33.5,33.69,33.33,33.69,5058608,0.3575113606132128,0.3623734384638266,-0.5309941767259341,-0.6239373485242836,-0.2362272397265027,-0.1846974443636342,-0.5095592316047772,-0.3361876233634474,-0.5330466338162813,-0.7522622539388313,-0.0065015283799877,-1.134695167214404,-0.6412790924118452,0.4021861112495559,-0.7007715293659834
2013-03-25,ABT,33.76,34.08,33.57,33.8,7022156,0.1702804225120679,0.1770529743784743,-0.4288352604151098,-0.8379471500147604,-0.2389537062280304,-0.1558065811037134,-0.4944131859361121,-0.3465187481370165,-0.368897383725713,-0.2315032687310607,0.006914944862863,-0.9391550767766108,0.3571536697440557,0.0631997822739197,-0.3338138932301749
2013-03-26,ABT,33.85,34.35,33.85,34.35,5855375,0.9800785316293104,0.9746296480700049,-0.0179622027983898,-0.1315003837790372,-0.2186445947053651,-0.073400709210117,-0.4950694320971873,-0.2784781725874692,-0.0424299925690434,-0.5177080781968088,0.000484004518923,0.0385453754123668,0.1698738881471521,1.08966255048174,-0.3782109556147061
2013-03-27,ABT,34.13,34.64,34.06,34.61,8637457,0.4382438332111837,0.4421112969113963,0.1678942602085973,-0.0627166242836958,-0.1918021771664665,0.0093406055221954,-0.4831733946121204,-0.2724169183357137,-0.0174392284221785,0.2374717200352029,0.0003274866439079,0.5007310437198764,0.9798832517232424,1.0362341926855547,-0.194684247682541
2013-03-28,ABT,34.6,35.34,34.53,35.32,11468105,1.244184154116473,1.2325432923154818,0.6518318746114137,0.2156657156480878,-0.142638759087846,0.1329875284498529,-0.415336065862351,-0.2341288534413794,0.4975251444883981,1.0894699349790458,8.875478056721159e-05,1.410761056178944,0.4379072032640244,1.545859325317031,0.3199472199584319
2013-04-01,ABT,35.18,35.31,34.95,35.31,6029815,-0.0506228939856079,-0.042311959935884,0.5770447018088576,0.0643198767576417,-0.1045607804739096,0.2033713364414574,-0.3912271156074668,-0.2503726127676386,0.5799635168455265,-0.295202802757371,-0.0017158068114918,1.3947022081719789,1.2440577722353932,0.2528685563330461,-0.7416294969588163
2013-04-02,ABT,35.45,36.15,35.34,36.12,10957462,1.3951832368647068,1.37952090898158,1.1227698177874406,0.4594461711752813,-0.0436980629998953,0.3183259084300687,-0.1983528106174328,-0.2305080641559216,0.607301675416716,1.038045380483603,-0.0002063167380612,1.4082518611778587,-0.0510870560605158,1.4016015325731748,0.2776156337559293
2013-04-03,ABT,36.13,36.39,35.9,36.32,10143251,0.3117328467521712,0.3171132452541111,1.2090105116156007,0.5324658213536917,0.0105890020673485,0.3933639499232566,-0.0099766399883078,-0.2458655680864237,0.531479113317466,0.7604233217838736,-0.0005441824601892,1.368297756160522,1.3950962465667305,0.3709942484946729,-0.4669565802150178
2013-04-04,ABT,36.52,36.89,36.45,36.65,7712725,0.5326744518417741,0.5352484264088725,1.364093940356911,0.6126442607652776,0.0641634740304945,0.4515601807348749,0.1917022731012718,-0.2950304914073695,0.8524818437989529,0.0695657192025334,-0.0008183679572331,1.2224910259536028,0.3113632135049526,0.2426246339992022,-0.5907787949084293
2013-04-05,ABT,36.37,36.55,36.19,36.31,8250136,-0.610560374552829,-0.6018568939831693,1.0326063143544668,1.1185152773656235,0.0905013319473898,0.4280105896969522,0.3000689576936385,-0.2517082726500284,0.6344606946228865,0.1779171689179314,-0.001636418856472,0.9102750804479576,0.5323624562930073,-0.150955184608456,-0.7650306096034053
2013-04-08,ABT,36.31,36.55,35.93,36.55,5584211,0.3785139817254556,0.3831271942554077,1.1397622901308402,1.856942015906644,0.1177659531216679,0.4115563895372444,0.424893463871384,-0.2532725138549651,0.6244448380407818,-0.5444587753469896,-0.0009321666680114,1.1306628066872342,-0.6111706091958424,0.4730618142930871,-0.1776075460869572
2013-04-09,ABT,36.56,36.75,36.4001,36.66,5443615,0.1543742476416929,0.1612835107921336,1.1542863497670692,1.8629719857668132,0.1403880356021861,0.3864432147312574,0.5448895584775746,-0.2592946795443244,0.5599129920772493,-0.5874487345166214,-0.0009704498820508,1.2316738478802378,0.378161769872991,0.1803349402845321,-0.7958801820888237
2013-04-10,ABT,36.73,37.14,36.66,37.1,6689111,0.714236267351322,0.7139305582727618,1.4004007423450011,1.8956721449009928,0.1719543539223782,0.3893749839662099,0.7047504016590336,-0.2355277465075401,0.7226169604895837,-0.2741681260306864,-0.0009380450821974,1.4085202866896054,0.1539635637852844,0.7347550666072666,-0.5130594130437728
2013-04-11,ABT,37.02,37.55,37.0,37.27,6812186,0.2522833740576913,0.2582874572835944,1.438039279232626,2.298066476810521,0.1996636083096588,0.381792383188729,0.859846569789043,-0.2363524090060975,0.7805836590117657,-0.2691394755445938,-0.0009631308335194,1.2254089319863724,0.713971636377319,0.4838926952317752,-0.3614480587846455
2013-04-12,ABT,37.11,37.25,36.93,37.13,5373280,-0.2668604178786634,-0.257798974502853,1.255482804743287,2.1041413552474677,0.2119739602076296,0.3360897926454428,0.9725700964376264,-0.2235974945726227,0.6642314606883116,-0.6309661314179158,-0.0014430507032122,1.1166740218831126,0.2518982320484227,0.0144011991645251,-0.8730617127246295
2013-04-15,ABT,36.84,37.09,36.11,36.13,8227744,-1.70975439205731,-1.7152086985524524,0.4360037259580983,1.1038773585762938,0.1786192213624355,0.1819865627448748,0.94036509485276,-0.2498848301559086,0.6885931598799104,0.1998153551989428,-0.001573347005259,0.3399960925741174,-0.2673809904842682,-1.482390586249109,0.6692363547110999
