date,Name,open,high,low,close,volume,return,log_return,close_to_SMA,RSI_14,MACD,MACD_hist,BB_width,volatility_20,price_momentum_20,volume_ratio,OBV_change,close_position,return_lag_1,daily_return,price_range
2013-03-11,WEC,41.37,41.63,41.3,41.63,799879,0.3280073152391652,0.3332072388635193,0.503828404209535,0.9862616619794716,0.0491109177093605,0.1405314749762279,-0.3497034329260957,-0.9275138618644738,0.4081067433424093,-0.7116415059685013,-0.0008188781763747,1.0321690641691033,0.4212117984947566,0.4485073346112619,-0.9306829291269048
2013-03-12,WEC,41.6,41.68,41.33,41.53,740955,-0.1825469378356972,-0.1736889040298732,0.3935508662462674,0.9632356186751082,0.0490427410631391,0.1112189466942974,-0.3318330729263933,-0.9188214849131148,0.3411006245395769,-0.7877616350450529,-0.0015833032316819,0.9038222866616694,0.3276419275612985,-0.1534469585765427,-0.8889569171265689
2013-03-13,WEC,41.5,41.66,41.39,41.48,1335523,-0.1079515420868341,-0.0993686164876044,0.3105801662934077,0.917946826319573,0.0448082675360407,0.0770449476185735,-0.3447521251857619,-0.938615825724422,0.4026245216977904,0.1734989756457925,-0.001942487762646,0.8396488979079478,-0.1830455153311634,-0.0627270497271187,-1.0488448240049906
2013-03-14,WEC,41.53,41.53,41.26,41.41,1346912,-0.1380602336230693,-0.1293555310172569,0.2144362731906907,0.7017834669347318,0.0365797147385229,0.0394250570724727,-0.3842247534572315,-0.940800107015678,0.4112851673502435,0.1489907419034723,-0.0021864051853294,0.7498061536527452,-0.1084306596579265,-0.244621733114572,-1.047927810358139
2013-03-15,WEC,41.22,41.51,41.18,41.37,2540843,-0.0931342101597211,-0.0846165449886502,0.1265634864217983,0.8404768484926436,0.0264828842358744,0.0045202299842677,-0.5011883951839565,-1.0090316817568363,0.5473056884421009,1.9378758453142129,-0.0039401408275524,0.6559296535330239,-0.1385472057387272,0.2486171651587554,-0.926530967520228
2013-03-18,WEC,41.04,41.305,40.91,41.14,1160918,-0.3791248471288771,-0.3699702104938346,-0.0643572237952476,0.4392220009323798,0.0076450116624482,-0.0459029235028021,-0.5981985231621525,-0.999480090751965,0.3346273073244079,-0.2160809599731086,-0.0451770216760118,0.1846605067123126,-0.0936094622890416,0.1577764929087338,-0.7911382058787492
2013-03-19,WEC,41.2,41.31,40.79,41.09,1249506,-0.1086621070995547,-0.1000761402620345,-0.1244469298137224,0.1298004848103148,-0.0108232950908043,-0.0852901902332645,-0.6499828184159441,-1.0435183906882568,0.1539397022677225,-0.1106227421974472,0.0019457675728469,-0.0156906979094309,-0.37967470649248,-0.2280324821082785,-0.5366330545176778
2013-03-20,WEC,41.29,41.62,41.19,41.44,1107207,0.4973109203092674,0.5003857035004341,0.0569580935858148,-0.0447614857284448,-0.0132287376183105,-0.0754544676165907,-0.7170356841810898,-1.021702204048852,0.3119494113393576,-0.3551073758811923,-0.0025575129158933,0.5779131480624331,-0.1091414100378708,0.248151062951903,-0.7265418168729404
2013-03-21,WEC,41.35,41.56,41.25,41.36,1097038,-0.1531853046319673,-0.1444249095258366,-0.0337113956077344,-0.1387112735473336,-0.0197519698813151,-0.0781850094162584,-0.8086951355788272,-1.0168622105397072,0.2864443215419195,-0.3818136938619474,0.00123280607105,0.3285224413456831,0.4969896993700819,-0.008045260610231,-0.9666704562117808
2013-03-22,WEC,41.44,41.64,40.94,41.53,1145516,0.2229001458931347,0.2291918373654081,0.0373713063341329,-0.4207313053933527,-0.0197002685286926,-0.063445676914321,-0.8729422417138023,-1.025280570546793,0.2545294273313451,-0.3264018025609109,-0.0026089494087913,0.6450751832066843,-0.1536762224702134,0.1377679246387076,-0.1865899371692994
