date,Name,open,high,low,close,volume,return,log_return,close_to_SMA,RSI_14,MACD,MACD_hist,BB_width,volatility_20,price_momentum_20,volume_ratio,OBV_change,close_position,return_lag_1,daily_return,price_range
2013-03-11,MRK,42.95,43.67,42.87,43.66,38640997,0.9667257599275624,0.96156135796351,0.5843179944268717,0.6364617624234243,0.1120918419456597,0.0994143980223698,-0.3177630695708796,-0.645025249439269,0.7169971349273507,2.673053665319279,-0.029482443361873,1.1538194880674484,-0.4652162649916161,1.2226186636723702,-0.0642353202825588
2013-03-12,MRK,45.42,45.42,44.875,45.04,56009361,1.9348484770591232,1.901980100182712,1.316994529857836,0.964372684700682,0.1725149996371812,0.2340289383815143,-0.1334286062342213,-0.3804619410805898,1.1315267051234266,3.9817188214701695,0.0032184356708532,1.1679736413706543,0.9665269966439362,-0.6584098657154254,-0.582869896239774
2013-03-13,MRK,44.54,44.73,44.48,44.59,17926541,-0.6550235047381985,-0.6465063217573184,0.9400256484415848,0.7777268284183494,0.1987040770870264,0.2536026374532753,-0.0795320181884389,-0.3226386558776458,0.945086753244644,-0.1554109337959699,-0.0017903113680227,0.8424281153969633,1.9349022708491717,0.058496858620567,-1.1240618479756896
2013-03-14,MRK,44.71,44.75,43.6,44.27,25895477,-0.4797906606687659,-0.4707255579697252,0.6457532038154978,0.4268176264184449,0.2028310580022144,0.2124741400209796,-0.1398061832486927,-0.3230363385992839,0.9460597330871856,0.6143292273779478,-0.002228187357209,0.6109290747045587,-0.6556453386111931,-0.7698366911052493,0.5736182294300234
2013-03-15,MRK,43.83,44.09,43.79,44.09,24310813,-0.2861346640081982,-0.277042776758595,0.4455502970594891,0.5884644807542782,0.1950728880906067,0.1489791684452698,-0.2513998955624758,-0.30768094506902,0.8665360049651442,0.4020674533404867,-0.0026772869847523,0.3864482994333858,-0.4803667810247377,0.4218573971655395,-1.0242506894703394
2013-03-18,MRK,43.78,43.94,43.57,43.63,12117418,-0.682546899240087,-0.6741611803742991,0.0980747275813189,0.3760094498046967,0.1671974051912661,0.0464015738660805,-0.3933147067615241,-0.2566133151808247,0.6161366291266379,-0.8143006769908391,-0.0027228682901185,-0.1066746207295243,-0.2866602647441357,-0.2851737407602712,-0.8845597930452489
2013-03-19,MRK,43.7,43.84,43.6,43.7,15504006,0.06689079226576,0.0744800991917044,0.0952804388239754,0.1799415473508613,0.1444989447085579,-0.0223349352173079,-0.4460249882634574,-0.3420445020511017,0.3473523559987342,-0.4791972572677663,0.0028155336456012,-0.2792875864821396,-0.6831759132234644,-0.0263165508545973,-1.1336166618677466
2013-03-20,MRK,44.0,44.29,43.88,44.12,14974237,0.5653649580787868,0.5674585277741706,0.3046754926684325,0.492457670357128,0.1397327244900103,-0.0311668647406866,-0.4464507782521849,-0.3460784263510609,0.335156953165167,-0.5257440411136055,0.0003491386827828,0.1412414031943152,0.0664572863382507,0.1797337723103165,-0.8168508186078465
2013-03-21,MRK,44.05,44.18,43.755,43.79,11904524,-0.4986613280592005,-0.4896312712031656,0.0659292085006825,0.3587385542085122,0.1198899461849331,-0.0770392093369697,-0.4884143952395982,-0.3297915838911044,0.2783030239026376,-0.8372748777220385,-0.0020469383770252,-0.1891742315514734,0.5650614906003215,-0.4722521726871074,-0.7824665070736819
2013-03-22,MRK,43.86,44.11,43.8,43.9,9960559,0.1233954647090514,0.1305594530014869,0.1040176502736135,0.1035599413556673,0.1055803169017005,-0.0994948546827996,-0.4963518873010142,-0.3578282297730246,0.1503841406305467,-1.02040838702574,-0.0002952497846025,-0.0790356866362105,-0.4992423712627102,0.042586125990335,-1.0028121359342188
